property_id,city,area_sqft,bhk,bathrooms,price_lakh,furnishing
IN09569,Hyderabad,962,3,1,15,Unfurnished
IN09570,Kolkata,874,1,2,18.77,Semi
IN09571,Hyderabad,1608,2,1,24.08,Unfurnished
IN09572,Mumbai,1218,1,1,21.48,Semi
IN09573,Kolkata,748,2,2,15,Furnished
IN09574,Bangalore,1779,3,2,21.35,Unfurnished
IN09575,Kolkata,803,1,3,15,Semi
IN09576,Chennai,936,2,2,15,Semi
IN09577,Kolkata,670,1,3,15,Semi
IN09578,Mumbai,1488,2,2,19.95,Furnished
IN09579,Kolkata,1251,3,2,18.31,Semi
IN09580,Delhi,1309,4,1,21.65,Unfurnished
IN09581,Hyderabad,973,4,1,17.03,Semi
IN09582,Chennai,417,2,2,15,Unfurnished
IN09583,Chennai,908,1,2,15,Unfurnished
IN09584,Delhi,2465,4,3,42.24,Unfurnished
IN09585,Hyderabad,972,3,1,15,Furnished
IN09586,Bangalore,1406,1,2,21.05,Furnished
IN09587,Hyderabad,1478,3,1,24.71,Unfurnished
IN09588,Hyderabad,1369,2,2,15,Unfurnished
IN09589,Mumbai,582,2,1,15,Semi
IN09590,Chennai,1196,3,3,15,Unfurnished
IN09591,Bangalore,1071,3,3,15,Unfurnished
IN09592,Chennai,1289,2,3,15,Semi
IN09593,Delhi,1550,4,3,23.94,Semi
IN09594,Hyderabad,671,2,1,15,Unfurnished
IN09595,Kolkata,806,3,2,15,Furnished
IN09596,Kolkata,994,3,2,18.15,Semi
IN09597,Delhi,1380,2,3,19.19,Semi
IN09598,Hyderabad,538,3,3,15,Semi
IN09599,Chennai,1227,1,3,15,Unfurnished
IN09600,Delhi,1412,1,3,20.72,Unfurnished
IN09601,Kolkata,796,3,1,15,Semi
IN09602,Kolkata,1179,2,2,16.77,Unfurnished
IN09603,Kolkata,1465,3,1,16.33,Unfurnished
IN09604,Chennai,636,4,2,15,Semi
IN09605,Delhi,979,4,3,15,Furnished
IN09606,Bangalore,910,2,2,15,Semi
IN09607,Hyderabad,1606,3,2,23.41,Unfurnished
IN09608,Mumbai,727,3,1,15,Furnished
IN09609,Delhi,1206,4,3,15,Unfurnished
IN09610,Mumbai,1497,2,3,15,Unfurnished
IN09611,Chennai,702,3,1,15,Furnished
IN09612,Chennai,1033,2,1,15,Furnished
IN09613,Kolkata,910,4,1,16.17,Semi
IN09614,Kolkata,1553,3,3,29.54,Unfurnished
IN09615,Chennai,1747,2,3,17.5,Furnished
IN09616,Chennai,854,3,2,15,Furnished
IN09617,Chennai,923,4,3,15,Unfurnished
IN09618,Kolkata,1221,2,2,15.04,Furnished
IN09619,Kolkata,891,2,2,15,Furnished
IN09620,Delhi,854,2,2,15,Furnished
IN09621,Hyderabad,632,3,2,15,Furnished
IN09622,Kolkata,879,2,3,15,Semi
IN09623,Kolkata,473,2,2,15,Semi
IN09624,Hyderabad,1385,1,1,15,Semi
IN09625,Delhi,1473,4,2,27.09,Furnished
IN09626,Hyderabad,1353,4,2,19.03,Furnished
IN09627,Delhi,1552,2,1,15,Semi
IN09628,Mumbai,959,3,2,15,Unfurnished
IN09629,Bangalore,1034,2,3,15,Semi
IN09630,Delhi,590,3,2,15,Unfurnished
IN09631,Mumbai,769,1,2,15,Semi
IN09632,Hyderabad,1348,2,3,15,Unfurnished
IN09633,Hyderabad,1458,2,2,33.25,Unfurnished
IN09634,Kolkata,1180,3,1,15,Furnished
IN09635,Mumbai,873,1,2,15,Semi
IN09636,Kolkata,1988,4,2,30.23,Unfurnished
IN09637,Chennai,1105,3,2,15,Furnished
IN09638,Chennai,1212,3,1,17.24,Furnished
IN09639,Delhi,1486,3,1,25.63,Unfurnished
IN09640,Bangalore,615,2,2,15,Unfurnished
IN09641,Kolkata,333,1,2,15,Semi
IN09642,Delhi,681,3,1,15,Semi
IN09643,Delhi,1117,3,1,16.28,Semi
IN09644,Chennai,1034,2,1,15,Furnished
IN09645,Mumbai,1625,2,3,15,Semi
IN09646,Mumbai,300,1,2,15,Semi
IN09647,Kolkata,985,3,1,15,Unfurnished
IN09648,Hyderabad,1362,2,2,16.65,Furnished
IN09649,Kolkata,1164,1,3,15,Semi
IN09650,Kolkata,1649,1,2,31.29,Semi
IN09651,Kolkata,1608,3,1,20.39,Furnished
IN09652,Mumbai,1698,1,1,22.68,Furnished
IN09653,Delhi,1446,3,2,15,Semi
IN09654,Kolkata,744,2,1,15,Furnished
IN09655,Delhi,744,1,1,15,Furnished
IN09656,Bangalore,1002,2,2,15,Furnished
IN09657,Chennai,1657,3,2,18.82,Unfurnished
IN09658,Kolkata,536,4,2,15,Furnished
IN09659,Delhi,634,3,2,15,Semi
IN09660,Bangalore,640,3,2,15,Unfurnished
IN09661,Delhi,604,3,2,15,Furnished
IN09662,Bangalore,550,1,1,15,Furnished
IN09663,Bangalore,1040,3,2,15,Semi
IN09664,Kolkata,1952,3,2,25.59,Semi
IN09665,Chennai,1005,3,2,15,Unfurnished
IN09666,Chennai,2049,3,2,15,Unfurnished
IN09667,Bangalore,1289,1,3,23.47,Unfurnished
IN09668,Hyderabad,1169,2,1,20.85,Semi
IN09669,Bangalore,1335,2,1,20.57,Furnished
IN09670,Mumbai,977,2,2,15,Unfurnished
IN09671,Mumbai,922,2,3,17.97,Semi
IN09672,Mumbai,1192,2,3,15.09,Semi
IN09673,Chennai,828,2,2,15,Furnished
IN09674,Mumbai,1346,3,3,15.02,Unfurnished
IN09675,Hyderabad,1893,3,1,28.1,Unfurnished
IN09676,Mumbai,1015,2,3,15.71,Semi
IN09677,Hyderabad,641,2,3,15,Semi
IN09678,Bangalore,1261,3,3,15.07,Semi
IN09679,Bangalore,1582,2,2,23.74,Unfurnished
IN09680,Chennai,300,3,2,15,Furnished
IN09681,Mumbai,1752,3,1,26.32,Furnished
IN09682,Mumbai,615,3,3,15,Unfurnished
IN09683,Kolkata,342,4,2,15,Unfurnished
IN09684,Mumbai,1335,1,2,15,Furnished
IN09685,Bangalore,970,3,3,15,Furnished
IN09686,Chennai,861,3,2,17.45,Unfurnished
IN09687,Chennai,534,3,2,15,Semi
IN09688,Hyderabad,1548,1,2,18.93,Furnished
IN09689,Delhi,1203,2,2,15,Furnished
IN09690,Mumbai,648,2,2,15,Unfurnished
IN09691,Kolkata,1754,3,2,19.52,Unfurnished
IN09692,Kolkata,563,1,1,15,Unfurnished
IN09693,Delhi,463,3,2,15,Furnished
IN09694,Kolkata,400,4,3,15,Unfurnished
IN09695,Delhi,534,2,2,15,Semi
IN09696,Chennai,1830,4,2,15,Furnished
IN09697,Kolkata,1304,2,3,19.13,Furnished
IN09698,Chennai,1214,3,3,15.26,Semi
IN09699,Delhi,300,3,2,15,Semi
IN09700,Mumbai,1602,4,2,19.36,Unfurnished
IN09701,Bangalore,1642,1,3,15,Furnished
IN09702,Chennai,1281,2,3,15,Furnished
IN09703,Kolkata,308,1,1,15,Unfurnished
IN09704,Mumbai,698,4,3,15,Furnished
IN09705,Mumbai,1086,3,2,15,Furnished
IN09706,Chennai,1044,1,2,15.95,Unfurnished
IN09707,Hyderabad,300,3,2,15,Unfurnished
IN09708,Mumbai,532,2,1,15,Semi
IN09709,Delhi,1433,4,2,15,Unfurnished
IN09710,Delhi,1391,3,2,15,Unfurnished
IN09711,Hyderabad,1170,2,2,15,Furnished
IN09712,Delhi,1390,2,3,17.03,Unfurnished
IN09713,Kolkata,1016,3,2,15,Unfurnished
IN09714,Mumbai,1035,2,3,15,Semi
IN09715,Chennai,744,1,1,15,Unfurnished
IN09716,Delhi,876,3,2,15,Unfurnished
IN09717,Hyderabad,1197,2,1,17.21,Unfurnished
IN09718,Bangalore,906,3,3,15,Furnished
IN09719,Chennai,2057,2,3,31.77,Furnished
IN09720,Mumbai,1651,3,3,22.47,Furnished
IN09721,Hyderabad,1290,2,2,16.38,Furnished
IN09722,Mumbai,841,2,3,16.63,Unfurnished
IN09723,Hyderabad,1555,1,1,32.55,Semi
IN09724,Mumbai,1482,4,3,19.78,Unfurnished
IN09725,Kolkata,1186,2,3,15,Furnished
IN09726,Mumbai,1735,2,2,26.13,Furnished
IN09727,Chennai,1430,4,2,19.04,Unfurnished
IN09728,Hyderabad,1266,4,2,18.01,Semi
IN09729,Mumbai,871,3,2,15,Semi
IN09730,Bangalore,1053,3,1,20.59,Furnished
IN09731,Chennai,574,4,3,15,Unfurnished
IN09732,Bangalore,525,1,2,15,Unfurnished
IN09733,Hyderabad,749,3,1,15,Unfurnished
IN09734,Hyderabad,1412,2,2,17.19,Furnished
IN09735,Kolkata,1638,2,2,19.06,Furnished
IN09736,Chennai,955,3,2,15,Furnished
IN09737,Mumbai,797,2,3,15,Unfurnished
IN09738,Kolkata,1740,1,3,35.29,Furnished
IN09739,Hyderabad,300,3,1,15,Furnished
IN09740,Mumbai,790,3,2,15,Semi
IN09741,Kolkata,621,2,3,15,Furnished
IN09742,Chennai,878,1,3,15,Semi
IN09743,Bangalore,1851,1,1,26.78,Semi
IN09744,Kolkata,979,1,2,15,Semi
IN09745,Kolkata,1016,3,3,15,Furnished
IN09746,Chennai,1061,3,2,15,Unfurnished
IN09747,Kolkata,1511,2,2,31.33,Unfurnished
IN09748,Delhi,791,3,1,15,Semi
IN09749,Mumbai,1197,3,3,18.47,Furnished
IN09750,Bangalore,586,4,1,15,Semi
IN09751,Mumbai,2041,2,3,16.2,Semi
IN09752,Hyderabad,1144,3,2,15,Unfurnished
IN09753,Bangalore,1382,4,3,22.66,Unfurnished
IN09754,Delhi,1264,2,2,15,Unfurnished
IN09755,Chennai,907,3,2,15,Semi
IN09756,Hyderabad,1546,3,1,15,Unfurnished
IN09757,Chennai,1436,3,2,15,Furnished
IN09758,Bangalore,1072,4,2,15,Furnished
IN09759,Bangalore,300,2,3,15,Semi
IN09760,Delhi,1551,1,3,15,Unfurnished
IN09761,Mumbai,1703,4,2,32.61,Unfurnished
IN09762,Hyderabad,1305,4,2,15,Semi
IN09763,Bangalore,1044,3,2,15,Unfurnished
IN09764,Hyderabad,1247,1,3,15.63,Furnished
IN09765,Bangalore,1059,3,1,15,Furnished
IN09766,Chennai,1166,4,2,18.37,Unfurnished
IN09767,Delhi,1684,3,3,21.9,Unfurnished
IN09768,Delhi,979,3,3,15,Unfurnished
IN09769,Chennai,1967,3,2,29.05,Furnished
IN09770,Mumbai,1341,2,1,15,Furnished
IN09771,Delhi,430,2,2,15,Furnished
IN09772,Chennai,1342,2,2,20.46,Semi
IN09773,Kolkata,477,2,2,15,Unfurnished
IN09774,Delhi,656,2,2,15,Semi
IN09775,Kolkata,1166,3,2,20.8,Semi
IN09776,Delhi,1655,4,3,19.48,Unfurnished
IN09777,Delhi,1220,4,3,15,Semi
IN09778,Chennai,551,3,2,15,Unfurnished
IN09779,Kolkata,1208,3,2,22.0,Furnished
IN09780,Kolkata,1016,2,3,19.94,Furnished
IN09781,Kolkata,1420,2,3,16.63,Unfurnished
IN09782,Delhi,621,1,2,15,Semi
IN09783,Kolkata,999,1,3,15,Unfurnished
IN09784,Bangalore,1359,2,3,15,Semi
IN09785,Delhi,2106,3,3,34.53,Semi
IN09786,Kolkata,967,3,2,15,Semi
IN09787,Mumbai,756,3,3,15,Unfurnished
IN09788,Bangalore,1083,2,2,15,Semi
IN09789,Mumbai,1728,3,3,27.33,Unfurnished
IN09790,Hyderabad,1021,3,3,18.86,Semi
IN09791,Mumbai,817,2,2,15,Unfurnished
IN09792,Mumbai,314,3,2,15,Furnished
IN09793,Chennai,785,3,2,15,Unfurnished
IN09794,Delhi,1487,3,1,15,Semi
IN09795,Hyderabad,973,3,2,15.41,Furnished
IN09796,Hyderabad,409,4,3,15,Unfurnished
IN09797,Hyderabad,2583,3,3,24.91,Semi
IN09798,Bangalore,1411,3,1,15,Unfurnished
IN09799,Bangalore,816,3,2,15,Semi
IN09800,Mumbai,789,3,1,15,Semi
IN09801,Delhi,552,1,2,15,Unfurnished
IN09802,Delhi,1769,3,2,16.61,Furnished
IN09803,Kolkata,861,2,1,15,Furnished
IN09804,Chennai,452,2,3,15,Unfurnished
IN09805,Hyderabad,1892,1,2,22.33,Unfurnished
IN09806,Chennai,760,3,2,15,Unfurnished
IN09807,Kolkata,780,4,2,15,Semi
IN09808,Mumbai,1361,2,3,15,Unfurnished
IN09809,Bangalore,435,2,1,15,Unfurnished
IN09810,Hyderabad,1327,3,3,15,Unfurnished
IN09811,Bangalore,1375,1,3,15,Semi
IN09812,Kolkata,429,1,2,15,Unfurnished
IN09813,Chennai,1565,1,1,15,Furnished
IN09814,Bangalore,1111,2,1,27.34,Semi
IN09815,Bangalore,300,2,2,15,Furnished
IN09816,Kolkata,2119,3,3,23.22,Semi
IN09817,Bangalore,717,2,1,15,Semi
IN09818,Kolkata,1063,3,1,15,Semi
IN09819,Mumbai,478,2,1,15,Semi
IN09820,Kolkata,863,2,1,15,Semi
IN09821,Mumbai,1327,2,1,21.36,Furnished
IN09822,Chennai,1001,3,3,15,Furnished
IN09823,Mumbai,1135,4,2,15,Furnished
IN09824,Hyderabad,300,3,2,15,Unfurnished
IN09825,Mumbai,1572,2,2,15,Semi
IN09826,Chennai,1344,1,1,19.82,Furnished
IN09827,Delhi,1878,2,2,29.34,Semi
IN09828,Chennai,300,2,2,15,Unfurnished
IN09829,Chennai,954,4,3,15,Unfurnished
IN09830,Hyderabad,594,2,2,15,Furnished
IN09831,Hyderabad,1512,1,2,26.36,Unfurnished
IN09832,Kolkata,763,3,2,15,Semi
IN09833,Chennai,1189,2,3,15,Unfurnished
IN09834,Bangalore,1191,2,1,15,Furnished
IN09835,Kolkata,1260,3,2,15,Unfurnished
IN09836,Delhi,1419,3,2,15.43,Furnished
IN09837,Kolkata,945,1,2,15,Semi
IN09838,Delhi,824,3,2,15,Furnished
IN09839,Chennai,1597,3,1,15.64,Furnished
IN09840,Kolkata,1940,1,2,40.05,Semi
IN09841,Delhi,969,4,2,15,Semi
IN09842,Chennai,1105,2,2,15,Unfurnished
IN09843,Delhi,1107,2,2,19.63,Furnished
IN09844,Chennai,876,4,1,15.34,Semi
IN09845,Hyderabad,877,2,2,15,Semi
IN09846,Kolkata,963,2,2,15.57,Furnished
IN09847,Delhi,1200,3,1,15,Furnished
IN09848,Delhi,993,2,1,15,Unfurnished
IN09849,Mumbai,1902,2,1,16.8,Furnished
IN09850,Mumbai,1599,2,2,15,Semi
IN09851,Kolkata,1149,2,2,15,Semi
IN09852,Chennai,1549,3,1,17.3,Unfurnished
IN09853,Hyderabad,500,3,2,15,Semi
IN09854,Bangalore,1072,2,2,15,Semi
IN09855,Chennai,1559,2,3,17.13,Furnished
IN09856,Chennai,1867,3,3,27.76,Unfurnished
IN09857,Mumbai,945,3,2,15,Semi
IN09858,Chennai,1313,2,1,23.11,Furnished
IN09859,Chennai,362,2,3,15,Furnished
IN09860,Kolkata,1059,2,2,15,Unfurnished
IN09861,Mumbai,1118,3,1,15,Furnished
IN09862,Hyderabad,1614,1,3,15.32,Furnished
IN09863,Kolkata,960,3,1,15,Semi
IN09864,Bangalore,1117,4,2,18.78,Unfurnished
IN09865,Hyderabad,1165,2,1,16.45,Furnished
IN09866,Chennai,906,3,3,15.39,Unfurnished
IN09867,Kolkata,1259,3,3,15,Furnished
IN09868,Bangalore,1820,4,2,18.5,Semi
IN09869,Hyderabad,680,1,1,15,Unfurnished
IN09870,Kolkata,1206,4,3,15,Furnished
IN09871,Kolkata,1047,3,2,15,Semi
IN09872,Hyderabad,752,3,1,15,Semi
IN09873,Chennai,973,1,1,15,Semi
IN09874,Kolkata,894,4,2,15,Furnished
IN09875,Chennai,965,1,3,15.07,Semi
IN09876,Delhi,1116,2,1,16.81,Unfurnished
IN09877,Mumbai,1172,3,2,15.83,Furnished
IN09878,Delhi,685,3,1,15,Semi
IN09879,Hyderabad,300,4,2,15,Unfurnished
IN09880,Hyderabad,751,3,1,15,Unfurnished
IN09881,Delhi,1153,2,1,15,Furnished
IN09882,Delhi,1319,1,3,24.77,Semi
IN09883,Mumbai,465,4,3,15,Unfurnished
IN09884,Chennai,1407,2,2,23.97,Furnished
IN09885,Chennai,566,2,3,15,Unfurnished
IN09886,Delhi,640,4,1,15,Unfurnished
IN09887,Bangalore,1459,2,3,17.96,Furnished
IN09888,Chennai,620,4,1,15,Furnished
IN09889,Mumbai,399,2,1,15,Semi
IN09890,Delhi,1100,4,2,15,Unfurnished
IN09891,Chennai,1120,3,2,15,Unfurnished
IN09892,Mumbai,923,3,1,15,Unfurnished
IN09893,Hyderabad,385,2,1,15,Furnished
IN09894,Kolkata,1014,3,2,15,Furnished
IN09895,Chennai,1824,1,2,16.86,Semi
IN09896,Delhi,983,2,1,15,Semi
IN09897,Hyderabad,1209,2,3,15.03,Furnished
IN09898,Hyderabad,1678,4,2,15.26,Unfurnished
IN09899,Bangalore,952,4,2,15,Unfurnished
IN09900,Kolkata,1601,2,2,28.22,Unfurnished
IN09901,Mumbai,1654,4,2,17.38,Semi
IN09902,Bangalore,1254,2,3,21.25,Semi
IN09903,Chennai,1273,4,1,21.22,Unfurnished
IN09904,Delhi,559,3,1,15,Unfurnished
IN09905,Kolkata,1456,3,3,16.11,Furnished
IN09906,Chennai,1087,2,2,15,Furnished
IN09907,Delhi,519,3,2,15,Unfurnished
IN09908,Mumbai,1219,3,3,15,Unfurnished
IN09909,Hyderabad,894,2,2,15,Semi
IN09910,Kolkata,808,4,2,15,Furnished
IN09911,Chennai,971,3,2,15,Furnished
IN09912,Kolkata,1438,2,1,15,Unfurnished
IN09913,Delhi,906,2,1,15,Unfurnished
IN09914,Chennai,595,3,2,15,Unfurnished
IN09915,Kolkata,1056,3,3,15,Furnished
IN09916,Kolkata,1152,4,2,15,Unfurnished
IN09917,Chennai,610,1,2,15,Unfurnished
IN09918,Delhi,1239,3,3,18.97,Semi
IN09919,Mumbai,2186,2,2,15.73,Semi
IN09920,Kolkata,1177,2,3,15,Furnished
IN09921,Kolkata,1455,3,3,15.47,Unfurnished
IN09922,Bangalore,910,2,2,15,Unfurnished
IN09923,Chennai,433,2,3,15,Unfurnished
IN09924,Delhi,965,3,1,15,Semi
IN09925,Bangalore,783,3,2,15,Furnished
IN09926,Mumbai,532,4,1,15,Furnished
IN09927,Bangalore,1017,2,2,15,Unfurnished
IN09928,Chennai,1219,2,3,15,Semi
IN09929,Delhi,935,4,2,15,Unfurnished
IN09930,Mumbai,807,3,1,15,Unfurnished
IN09931,Chennai,704,4,2,15,Semi
IN09932,Hyderabad,463,3,2,15,Semi
IN09933,Chennai,1292,1,2,15,Furnished
IN09934,Chennai,351,1,2,15,Unfurnished
IN09935,Hyderabad,737,3,3,15,Unfurnished
IN09936,Kolkata,957,2,3,15,Semi
IN09937,Hyderabad,300,2,1,15,Semi
IN09938,Mumbai,300,3,2,15,Unfurnished
IN09939,Bangalore,1202,2,2,15,Unfurnished
IN09940,Chennai,966,4,2,15.66,Unfurnished
IN09941,Kolkata,1837,1,1,31.65,Furnished
IN09942,Chennai,1689,4,2,15.77,Unfurnished
IN09943,Hyderabad,1409,3,1,16.97,Semi
IN09944,Hyderabad,1617,4,3,28.64,Furnished
IN09945,Delhi,1252,3,3,15.38,Furnished
IN09946,Delhi,798,2,1,15,Unfurnished
IN09947,Chennai,1144,4,2,15,Furnished
IN09948,Chennai,307,3,3,15,Unfurnished
IN09949,Hyderabad,1738,2,2,19.81,Semi
IN09950,Kolkata,842,1,2,15,Unfurnished
IN09951,Kolkata,552,2,3,15,Unfurnished
IN09952,Mumbai,1220,2,2,15,Unfurnished
IN09953,Delhi,706,2,3,15,Semi
IN09954,Mumbai,769,2,3,15,Unfurnished
IN09955,Hyderabad,1077,1,1,15,Furnished
IN09956,Kolkata,973,3,2,15,Unfurnished
IN09957,Delhi,754,1,2,15,Furnished
IN09958,Mumbai,1506,2,1,22.58,Unfurnished
IN09959,Chennai,1584,1,3,21.91,Semi
IN09960,Mumbai,450,4,3,15,Unfurnished
IN09961,Chennai,505,3,1,15,Semi
IN09962,Mumbai,364,4,2,15,Semi
IN09963,Chennai,1164,2,2,24.09,Semi
IN09964,Chennai,1419,2,2,16.63,Unfurnished
IN09965,Bangalore,1268,3,2,16.15,Furnished
IN09966,Mumbai,922,4,2,15,Semi
IN09967,Mumbai,1212,1,1,16.25,Furnished
IN09968,Chennai,1513,4,2,15,Furnished
IN09969,Chennai,449,1,3,15,Furnished
IN09970,Chennai,637,2,3,15,Unfurnished
IN09971,Delhi,1083,4,2,16.92,Furnished
IN09972,Bangalore,598,3,1,15,Furnished
IN09973,Chennai,772,3,3,15,Unfurnished
IN09974,Kolkata,1140,3,2,15,Furnished
IN09975,Mumbai,841,3,3,15,Furnished
IN09976,Kolkata,422,3,3,15,Furnished
IN09977,Delhi,1354,3,2,18.85,Unfurnished
IN09978,Hyderabad,966,3,1,15,Unfurnished
IN09979,Kolkata,1025,3,2,15,Unfurnished
IN09980,Hyderabad,645,2,2,15,Semi
IN09981,Chennai,984,1,2,15,Semi
IN09982,Chennai,1366,2,1,15,Semi
IN09983,Chennai,1981,2,1,16.6,Furnished
IN09984,Delhi,1291,3,2,15,Semi
IN09985,Bangalore,1349,2,2,25.58,Unfurnished
IN09986,Mumbai,408,3,1,15,Unfurnished
IN09987,Chennai,1074,2,1,25.01,Furnished
IN09988,Kolkata,1957,2,2,28.15,Furnished
IN09989,Kolkata,1868,3,2,19.46,Furnished
IN09990,Chennai,694,4,3,15,Furnished
IN09991,Kolkata,1750,3,2,18.51,Furnished
IN09992,Mumbai,1524,3,3,20.74,Semi
IN09993,Kolkata,675,2,1,15,Unfurnished
IN09994,Delhi,1740,2,2,15,Semi
IN09995,Mumbai,611,4,3,15,Semi
IN09996,Delhi,1697,4,2,19.6,Unfurnished
IN09997,Kolkata,1043,4,2,15,Semi
IN09998,Mumbai,616,1,2,15,Semi
IN09999,Bangalore,1067,4,2,15,Semi
IN10000,Hyderabad,1184,1,2,15,Semi
IN10001,Mumbai,1413,2,1,24.67,Furnished
IN10002,Mumbai,1104,3,1,16.32,Unfurnished
IN10003,Mumbai,1187,2,3,15,Semi
IN10004,Chennai,714,2,2,15,Furnished
IN10005,Bangalore,1038,1,2,15.22,Semi
IN10006,Mumbai,1242,3,2,15,Furnished
IN10007,Delhi,889,3,2,17.03,Unfurnished
IN10008,Mumbai,1042,2,3,16.87,Semi
IN10009,Kolkata,859,2,2,15,Semi
IN10010,Chennai,595,2,1,15,Furnished
IN10011,Bangalore,1843,3,1,17.32,Semi
IN10012,Delhi,1808,4,1,17.86,Unfurnished
IN10013,Bangalore,541,4,3,15,Semi
IN10014,Delhi,1159,1,2,15,Unfurnished
IN10015,Delhi,1076,1,1,16.85,Unfurnished
IN10016,Mumbai,1151,2,1,15,Unfurnished
IN10017,Mumbai,534,2,3,15,Semi
IN10018,Chennai,900,3,1,15,Furnished
IN10019,Kolkata,1087,3,2,21.1,Furnished
IN10020,Delhi,1670,1,2,15.18,Semi
IN10021,Hyderabad,864,1,2,15,Semi
IN10022,Chennai,300,2,3,15,Unfurnished
IN10023,Hyderabad,1176,4,3,15,Unfurnished
IN10024,Bangalore,1979,4,3,38.89,Furnished
IN10025,Chennai,836,3,2,15,Semi
IN10026,Mumbai,1639,3,1,16.57,Semi
IN10027,Bangalore,779,4,3,15,Semi
IN10028,Bangalore,1074,3,2,19.59,Semi
IN10029,Delhi,812,4,2,15,Furnished
IN10030,Mumbai,1780,3,2,30.52,Unfurnished
IN10031,Bangalore,1550,1,1,16.23,Furnished
IN10032,Delhi,1166,3,3,15,Semi
IN10033,Delhi,723,2,1,15,Semi
IN10034,Mumbai,659,3,2,15,Semi
IN10035,Mumbai,1321,1,3,21.55,Furnished
IN10036,Kolkata,1500,3,3,15,Unfurnished
IN10037,Delhi,1416,3,2,19.87,Furnished
IN10038,Chennai,1580,4,2,15,Semi
IN10039,Delhi,2183,2,1,24.94,Furnished
IN10040,Delhi,629,4,2,15,Unfurnished
IN10041,Delhi,1237,3,2,15.81,Furnished
IN10042,Chennai,361,4,3,15,Furnished
IN10043,Mumbai,1051,1,2,15,Semi
IN10044,Kolkata,1867,3,3,30.76,Semi
IN10045,Delhi,1099,3,2,15,Furnished
IN10046,Kolkata,496,2,3,15,Semi
IN10047,Delhi,1051,2,3,15,Unfurnished
IN10048,Mumbai,972,4,3,15,Unfurnished
IN10049,Mumbai,397,2,2,15,Unfurnished
IN10050,Hyderabad,1382,2,2,16.94,Unfurnished
IN10051,Mumbai,1749,3,1,25.43,Furnished
IN10052,Hyderabad,1925,3,2,21.57,Furnished
IN10053,Hyderabad,938,1,1,15,Semi
IN10054,Chennai,1160,2,3,15,Semi
IN10055,Chennai,1958,3,2,24.43,Unfurnished
IN10056,Bangalore,1005,3,2,15.46,Furnished
IN10057,Delhi,801,3,1,15,Unfurnished
IN10058,Hyderabad,1118,3,1,15,Semi
IN10059,Mumbai,1976,3,3,19.13,Unfurnished
IN10060,Kolkata,1212,3,3,19.73,Unfurnished
IN10061,Chennai,1142,2,3,15,Semi
IN10062,Hyderabad,1478,4,2,30.52,Furnished
IN10063,Mumbai,300,2,2,15,Semi
IN10064,Hyderabad,758,4,2,15,Unfurnished
IN10065,Mumbai,1506,3,2,17.29,Unfurnished
IN10066,Chennai,508,3,2,15,Furnished
IN10067,Chennai,364,2,3,15,Unfurnished
IN10068,Kolkata,1343,2,3,15,Unfurnished
IN10069,Chennai,2280,2,1,28.55,Furnished
IN10070,Delhi,1303,1,1,20.96,Furnished
IN10071,Kolkata,1225,2,3,15,Semi
IN10072,Hyderabad,1442,4,2,19.34,Semi
IN10073,Chennai,437,3,3,15,Furnished
IN10074,Chennai,1339,1,2,17.53,Unfurnished
IN10075,Hyderabad,1004,2,3,15.94,Furnished
IN10076,Mumbai,1314,3,2,20.49,Furnished
IN10077,Delhi,1822,2,1,23.19,Semi
IN10078,Chennai,879,2,1,15,Semi
IN10079,Chennai,1067,2,2,18.02,Unfurnished
IN10080,Hyderabad,829,2,2,15,Furnished
IN10081,Hyderabad,1178,1,3,15.43,Unfurnished
IN10082,Kolkata,787,2,2,15,Semi
IN10083,Chennai,393,3,3,15,Unfurnished
IN10084,Chennai,2354,1,2,19.49,Furnished
IN10085,Delhi,1441,2,2,20.11,Furnished
IN10086,Hyderabad,827,1,2,15,Furnished
IN10087,Chennai,850,2,3,15,Semi
IN10088,Hyderabad,1309,2,2,16.01,Furnished
IN10089,Chennai,1755,2,2,34.78,Furnished
IN10090,Chennai,1202,3,3,15.05,Furnished
IN10091,Delhi,654,3,1,15,Semi
IN10092,Delhi,1253,4,3,15,Unfurnished
IN10093,Hyderabad,1971,3,2,24.99,Semi
IN10094,Delhi,327,2,2,15,Semi
IN10095,Hyderabad,1506,3,1,31.34,Furnished
IN10096,Chennai,595,3,3,15,Furnished
IN10097,Hyderabad,1094,1,3,15,Unfurnished
IN10098,Chennai,513,4,2,15,Unfurnished
IN10099,Bangalore,593,1,1,15,Semi
IN10100,Hyderabad,1045,2,2,15.56,Furnished
IN10101,Delhi,750,4,2,15,Furnished
IN10102,Hyderabad,1210,4,1,15,Unfurnished
IN10103,Delhi,1364,2,1,16.44,Semi
IN10104,Delhi,691,4,2,15,Unfurnished
IN10105,Mumbai,360,3,3,15,Unfurnished
IN10106,Hyderabad,2696,3,2,35.96,Semi
IN10107,Bangalore,1022,3,1,15,Semi
IN10108,Chennai,300,2,1,15,Unfurnished
IN10109,Delhi,1705,2,2,26.66,Unfurnished
IN10110,Delhi,1205,1,2,15,Furnished
IN10111,Delhi,300,3,1,15,Unfurnished
IN10112,Mumbai,1288,2,2,15,Unfurnished
IN10113,Hyderabad,1332,3,3,19.07,Unfurnished
IN10114,Chennai,1549,4,1,22.24,Furnished
IN10115,Bangalore,1092,3,2,16.24,Semi
